"","Iteration","Combo","CV_S_L","CV_C_L","CV_S_R","CV_C_R","phi_S_L2R","phi_C_L2R","phi_S2C_L","phi_S2C_R","combo_type","cv_diff","taxa"
"23","Iteration_3","Glacier-fed_Glacier-fed_Snow-fed",0.94219251452455,0.94219251452455,0.571584657952493,0.571584657952493,0.606653787990374,0.606653787990374,1,1,"2:1",0.370607856572057,"Periphyton"
"24","Iteration_3","Glacier-fed_Rain-fed_Rain-fed",0.893098308711314,0.893098308711314,0.713725850823591,0.713725850823591,0.79915709599031,0.79915709599031,1,1,"2:1",0.179372457887723,"Periphyton"
"25","Iteration_3","Glacier-fed_Rain-fed_Snow-fed",0.948225385741854,0.948225385741854,0.582383430751483,0.582383430751483,0.614182492378486,0.614182492378486,1,1,"Heterogenous",0.365841954990371,"Periphyton"
"26","Iteration_3","Glacier-fed_Snow-fed_Snow-fed",0.786975870775604,0.786975870775604,0.562922699523766,0.562922699523766,0.715298550346883,0.715298550346883,1,1,"2:1",0.224053171251839,"Periphyton"
"27","Iteration_3","Rain-fed_Rain-fed_Rain-fed",0.763484111716627,0.763484111716627,0.755428956722802,0.755428956722802,0.989449479209575,0.989449479209575,1,1,"Homogenous",0.00805515499382525,"Periphyton"
"28","Iteration_3","Rain-fed_Rain-fed_Snow-fed",0.736678678281115,0.736678678281115,0.633184671805764,0.633184671805764,0.859512689145785,0.859512689145785,1,1,"2:1",0.103494006475351,"Periphyton"
"29","Iteration_3","Rain-fed_Snow-fed_Snow-fed",0.604327053893896,0.604327053893896,0.497889857996649,0.497889857996649,0.823874845232504,0.823874845232504,1,1,"2:1",0.106437195897247,"Periphyton"
"30","Iteration_3","Snow-fed_Snow-fed_Snow-fed",0.655944517876415,0.655944517876415,0.610473966605411,0.610473966605411,0.930679272359478,0.930679272359478,1,1,"Homogenous",0.0454705512710042,"Periphyton"
"31","Iteration_4","Glacier-fed_Glacier-fed_Glacier-fed",1.14026954958196,1.14026954958196,1.13346891883151,1.13346891883151,0.994035944612437,0.994035944612437,1,1,"Homogenous",0.006800630750458,"Periphyton"
"32","Iteration_4","Glacier-fed_Glacier-fed_Rain-fed",0.926109817645321,0.926109817645321,0.586812410853307,0.586812410853307,0.63363156255627,0.63363156255627,1,1,"2:1",0.339297406792015,"Periphyton"
"33","Iteration_4","Glacier-fed_Glacier-fed_Snow-fed",0.758422246871636,0.758422246871636,0.573374430658087,0.573374430658087,0.756009509245225,0.756009509245225,1,1,"2:1",0.185047816213549,"Periphyton"
"34","Iteration_4","Glacier-fed_Rain-fed_Rain-fed",0.945200641513831,0.945200641513831,0.754527879534694,0.754527879534694,0.798272712052167,0.798272712052167,1,1,"2:1",0.190672761979137,"Periphyton"
"35","Iteration_4","Glacier-fed_Rain-fed_Snow-fed",0.820545645418397,0.820545645418397,0.449590193245846,0.449590193245846,0.547916128439874,0.547916128439874,1,1,"Heterogenous",0.370955452172551,"Periphyton"
"36","Iteration_4","Glacier-fed_Snow-fed_Snow-fed",0.690928250548609,0.690928250548609,0.445855061147105,0.445855061147105,0.645298641057286,0.645298641057286,1,1,"2:1",0.245073189401504,"Periphyton"
"37","Iteration_4","Rain-fed_Rain-fed_Rain-fed",0.915886976891698,0.915886976891698,0.880982840013454,0.880982840013454,0.961890344814488,0.961890344814488,1,1,"Homogenous",0.0349041368782433,"Periphyton"
"38","Iteration_4","Rain-fed_Rain-fed_Snow-fed",0.643346230222647,0.643346230222647,0.494687505241881,0.494687505241881,0.768928893965356,0.768928893965356,1,1,"2:1",0.148658724980766,"Periphyton"
"39","Iteration_4","Rain-fed_Snow-fed_Snow-fed",0.548329962724705,0.548329962724705,0.410641465544789,0.410641465544789,0.748894814181358,0.748894814181358,1,1,"2:1",0.137688497179916,"Periphyton"
"40","Iteration_4","Snow-fed_Snow-fed_Snow-fed",0.548889214000504,0.548889214000504,0.542125260106342,0.542125260106342,0.987677014374422,0.987677014374422,1,1,"Homogenous",0.00676395389416284,"Periphyton"
"41","Iteration_5","Glacier-fed_Glacier-fed_Glacier-fed",1.19665658954184,1.19665658954184,1.19088692861495,1.19088692861495,0.995178515726806,0.995178515726806,1,1,"Homogenous",0.00576966092688957,"Periphyton"
"42","Iteration_5","Glacier-fed_Glacier-fed_Rain-fed",1.04370284415161,1.04370284415161,0.654932169816649,0.654932169816649,0.627508273534524,0.627508273534524,1,1,"2:1",0.388770674334961,"Periphyton"
"43","Iteration_5","Glacier-fed_Glacier-fed_Snow-fed",0.946856633090812,0.946856633090812,0.597246818926344,0.597246818926344,0.630767951613496,0.630767951613496,1,1,"2:1",0.349609814164469,"Periphyton"
"44","Iteration_5","Glacier-fed_Rain-fed_Rain-fed",0.884819735585879,0.884819735585879,0.653707470227806,0.653707470227806,0.738802994482211,0.738802994482211,1,1,"2:1",0.231112265358074,"Periphyton"
"45","Iteration_5","Glacier-fed_Rain-fed_Snow-fed",0.770708303892165,0.770708303892165,0.496069984283228,0.496069984283228,0.643654650894532,0.643654650894532,1,1,"Heterogenous",0.274638319608937,"Periphyton"
"46","Iteration_5","Glacier-fed_Snow-fed_Snow-fed",0.833006432307052,0.833006432307052,0.602755088181634,0.602755088181634,0.723589956577255,0.723589956577255,1,1,"2:1",0.230251344125418,"Periphyton"
"47","Iteration_5","Rain-fed_Rain-fed_Rain-fed",0.804279522720088,0.804279522720088,0.80271633744434,0.80271633744434,0.998056415423258,0.998056415423258,1,1,"Homogenous",0.00156318527574839,"Periphyton"
"48","Iteration_5","Rain-fed_Rain-fed_Snow-fed",0.772910259405393,0.772910259405393,0.640426071261076,0.640426071261076,0.828590465022112,0.828590465022112,1,1,"2:1",0.132484188144317,"Periphyton"
"49","Iteration_5","Rain-fed_Snow-fed_Snow-fed",0.64638360855377,0.64638360855377,0.498715043036566,0.498715043036566,0.7715465498149,0.7715465498149,1,1,"2:1",0.147668565517204,"Periphyton"
"50","Iteration_5","Snow-fed_Snow-fed_Snow-fed",0.59289510340521,0.59289510340521,0.518051893954484,0.518051893954484,0.873766524599588,0.873766524599588,1,1,"Homogenous",0.074843209450726,"Periphyton"
"51","Iteration_6","Glacier-fed_Glacier-fed_Glacier-fed",1.17077203325359,1.17077203325359,1.16448583522063,1.16448583522063,0.994630724125264,0.994630724125264,1,1,"Homogenous",0.00628619803296382,"Periphyton"
"52","Iteration_6","Glacier-fed_Glacier-fed_Rain-fed",1.10053529887072,1.10053529887072,0.716096538097463,0.716096538097463,0.650680208833157,0.650680208833157,1,1,"2:1",0.38443876077326,"Periphyton"
"53","Iteration_6","Glacier-fed_Glacier-fed_Snow-fed",0.761842618027658,0.761842618027658,0.524687789862904,0.524687789862904,0.688708897936524,0.688708897936524,1,1,"2:1",0.237154828164754,"Periphyton"
"54","Iteration_6","Glacier-fed_Rain-fed_Rain-fed",0.786962015176711,0.786962015176711,0.571998968366092,0.571998968366092,0.726844443994734,0.726844443994734,1,1,"2:1",0.214963046810619,"Periphyton"
"55","Iteration_6","Glacier-fed_Rain-fed_Snow-fed",0.768442553772782,0.768442553772782,0.421918915321831,0.421918915321831,0.549057197900295,0.549057197900295,1,1,"Heterogenous",0.346523638450951,"Periphyton"
"56","Iteration_6","Glacier-fed_Snow-fed_Snow-fed",0.675804659875656,0.675804659875656,0.453362227660558,0.453362227660558,0.670848034318043,0.670848034318043,1,1,"2:1",0.222442432215099,"Periphyton"
"57","Iteration_6","Rain-fed_Rain-fed_Rain-fed",0.786868626477692,0.786868626477692,0.781970172990612,0.781970172990612,0.993774750546343,0.993774750546343,1,1,"Homogenous",0.00489845348707985,"Periphyton"
"58","Iteration_6","Rain-fed_Rain-fed_Snow-fed",0.753975205771943,0.753975205771943,0.688425325455585,0.688425325455585,0.913060960341202,0.913060960341202,1,1,"2:1",0.0655498803163576,"Periphyton"
"59","Iteration_6","Rain-fed_Snow-fed_Snow-fed",0.904891131112262,0.904891131112262,0.716586223205159,0.716586223205159,0.791903245116741,0.791903245116741,1,1,"2:1",0.188304907907103,"Periphyton"
"60","Iteration_6","Snow-fed_Snow-fed_Snow-fed",0.597004764996547,0.597004764996547,0.592576103563839,0.592576103563839,0.992581865853728,0.992581865853728,1,1,"Homogenous",0.00442866143270793,"Periphyton"
"61","Iteration_7","Glacier-fed_Glacier-fed_Glacier-fed",1.10182295181774,1.10182295181774,1.09481592890881,1.09481592890881,0.993640518290741,0.993640518290741,1,1,"Homogenous",0.0070070229089263,"Periphyton"
"62","Iteration_7","Glacier-fed_Glacier-fed_Rain-fed",1.01337570045716,1.01337570045716,0.655033016365787,0.655033016365787,0.646387135659837,0.646387135659837,1,1,"2:1",0.358342684091377,"Periphyton"
"63","Iteration_7","Glacier-fed_Glacier-fed_Snow-fed",0.8931867584456,0.8931867584456,0.580266758602336,0.580266758602336,0.649658935396855,0.649658935396855,1,1,"2:1",0.312919999843264,"Periphyton"
"64","Iteration_7","Glacier-fed_Rain-fed_Rain-fed",1.02816098041323,1.02816098041323,0.860289615841775,0.860289615841775,0.836726575147806,0.836726575147806,1,1,"2:1",0.167871364571458,"Periphyton"
"65","Iteration_7","Glacier-fed_Rain-fed_Snow-fed",0.848648642248138,0.848648642248138,0.455851441427468,0.455851441427468,0.537149791720495,0.537149791720495,1,1,"Heterogenous",0.39279720082067,"Periphyton"
"66","Iteration_7","Glacier-fed_Snow-fed_Snow-fed",0.634959602142719,0.634959602142719,0.392053710736059,0.392053710736059,0.617446699621589,0.617446699621589,1,1,"2:1",0.24290589140666,"Periphyton"
"67","Iteration_7","Rain-fed_Rain-fed_Rain-fed",0.774131302607887,0.774131302607887,0.74199293292459,0.74199293292459,0.958484601287883,0.958484601287883,1,1,"Homogenous",0.0321383696832965,"Periphyton"
"68","Iteration_7","Rain-fed_Rain-fed_Snow-fed",0.63460832662528,0.63460832662528,0.542743156649585,0.542743156649585,0.855241152500763,0.855241152500763,1,1,"2:1",0.0918651699756948,"Periphyton"
"69","Iteration_7","Rain-fed_Snow-fed_Snow-fed",0.6093971182316,0.6093971182316,0.518396235333247,0.518396235333247,0.850670637953743,0.850670637953743,1,1,"2:1",0.0910008828983523,"Periphyton"
"70","Iteration_7","Snow-fed_Snow-fed_Snow-fed",0.597629229515207,0.597629229515207,0.577408204099643,0.577408204099643,0.96616459768548,0.96616459768548,1,1,"Homogenous",0.0202210254155637,"Periphyton"
"71","Iteration_8","Glacier-fed_Glacier-fed_Glacier-fed",1.17068148059897,1.17068148059897,1.16957242554538,1.16957242554538,0.999052641498159,0.999052641498159,1,1,"Homogenous",0.00110905505359371,"Periphyton"
"72","Iteration_8","Glacier-fed_Glacier-fed_Rain-fed",1.07234872073034,1.07234872073034,0.706528120147657,0.706528120147657,0.658860412186127,0.658860412186127,1,1,"2:1",0.365820600582682,"Periphyton"
"73","Iteration_8","Glacier-fed_Glacier-fed_Snow-fed",0.914948666102953,0.914948666102953,0.613119665196652,0.613119665196652,0.670113731962817,0.670113731962817,1,1,"2:1",0.301829000906302,"Periphyton"
"74","Iteration_8","Glacier-fed_Rain-fed_Rain-fed",0.905826510430546,0.905826510430546,0.710786556425283,0.710786556425283,0.784682881590031,0.784682881590031,1,1,"2:1",0.195039954005263,"Periphyton"
"75","Iteration_8","Glacier-fed_Rain-fed_Snow-fed",0.796663886239758,0.796663886239758,0.503508904270491,0.503508904270491,0.632021750913106,0.632021750913106,1,1,"Heterogenous",0.293154981969267,"Periphyton"
"76","Iteration_8","Glacier-fed_Snow-fed_Snow-fed",0.664858994725006,0.664858994725006,0.491650579764563,0.491650579764563,0.73948097817029,0.73948097817029,1,1,"2:1",0.173208414960443,"Periphyton"
"77","Iteration_8","Rain-fed_Rain-fed_Rain-fed",0.94285011128645,0.94285011128645,0.940504568969952,0.940504568969952,0.997512285051017,0.997512285051017,1,1,"Homogenous",0.00234554231649808,"Periphyton"
"78","Iteration_8","Rain-fed_Rain-fed_Snow-fed",0.670321443952303,0.670321443952303,0.512334210267716,0.512334210267716,0.764311234393646,0.764311234393646,1,1,"2:1",0.157987233684587,"Periphyton"
"79","Iteration_8","Rain-fed_Snow-fed_Snow-fed",0.620139560503887,0.620139560503887,0.508228019135289,0.508228019135289,0.819538135451856,0.819538135451856,1,1,"2:1",0.111911541368598,"Periphyton"
"80","Iteration_8","Snow-fed_Snow-fed_Snow-fed",0.675060451746596,0.675060451746596,0.669535795957909,0.669535795957909,0.991816057696177,0.991816057696177,1,1,"Homogenous",0.00552465578868688,"Periphyton"
"81","Iteration_9","Glacier-fed_Glacier-fed_Glacier-fed",1.21195696977392,1.21195696977392,1.20932875128773,1.20932875128773,0.997831425907239,0.997831425907239,1,1,"Homogenous",0.00262821848619299,"Periphyton"
"82","Iteration_9","Glacier-fed_Glacier-fed_Rain-fed",0.938116013508756,0.938116013508756,0.58592331035863,0.58592331035863,0.62457446831885,0.62457446831885,1,1,"2:1",0.352192703150126,"Periphyton"
"83","Iteration_9","Glacier-fed_Glacier-fed_Snow-fed",0.897315137132596,0.897315137132596,0.580085456669388,0.580085456669388,0.64646792711318,0.64646792711318,1,1,"2:1",0.317229680463208,"Periphyton"
"84","Iteration_9","Glacier-fed_Rain-fed_Rain-fed",0.803620788455645,0.803620788455645,0.637643924609216,0.637643924609216,0.793463700503076,0.793463700503076,1,1,"2:1",0.16597686384643,"Periphyton"
"85","Iteration_9","Glacier-fed_Rain-fed_Snow-fed",0.824575967382788,0.824575967382788,0.417727831404268,0.417727831404268,0.506597145597319,0.506597145597319,1,1,"Heterogenous",0.40684813597852,"Periphyton"
"86","Iteration_9","Glacier-fed_Snow-fed_Snow-fed",0.647762671551664,0.647762671551664,0.482736432460379,0.482736432460379,0.745236571449884,0.745236571449884,1,1,"2:1",0.165026239091285,"Periphyton"
"87","Iteration_9","Rain-fed_Rain-fed_Rain-fed",0.610116568622606,0.610116568622606,0.602281812858315,0.602281812858315,0.98715859203434,0.98715859203434,1,1,"Homogenous",0.00783475576429127,"Periphyton"
"88","Iteration_9","Rain-fed_Rain-fed_Snow-fed",0.624529353638975,0.624529353638975,0.502391293774361,0.502391293774361,0.80443183470409,0.80443183470409,1,1,"2:1",0.122138059864615,"Periphyton"
"89","Iteration_9","Rain-fed_Snow-fed_Snow-fed",0.760689356717247,0.760689356717247,0.554694327390153,0.554694327390153,0.729199537882238,0.729199537882238,1,1,"2:1",0.205995029327093,"Periphyton"
"90","Iteration_9","Snow-fed_Snow-fed_Snow-fed",0.615633264900302,0.615633264900302,0.586235012376484,0.586235012376484,0.952247134454993,0.952247134454993,1,1,"Homogenous",0.0293982525238179,"Periphyton"
"91","Iteration_10","Glacier-fed_Glacier-fed_Glacier-fed",1.17969363214251,1.17969363214251,1.17742384510205,1.17742384510205,0.998075952112809,0.998075952112809,1,1,"Homogenous",0.00226978704045688,"Periphyton"
"92","Iteration_10","Glacier-fed_Glacier-fed_Rain-fed",1.16481805232878,1.16481805232878,0.727301470689371,0.727301470689371,0.624390624128208,0.624390624128208,1,1,"2:1",0.43751658163941,"Periphyton"
"93","Iteration_10","Glacier-fed_Glacier-fed_Snow-fed",0.931364106512776,0.931364106512776,0.58237238832671,0.58237238832671,0.625289705985381,0.625289705985381,1,1,"2:1",0.348991718186065,"Periphyton"
"94","Iteration_10","Glacier-fed_Rain-fed_Rain-fed",0.878831411549054,0.878831411549054,0.681275047478417,0.681275047478417,0.775205617966683,0.775205617966683,1,1,"2:1",0.197556364070637,"Periphyton"
"95","Iteration_10","Glacier-fed_Rain-fed_Snow-fed",0.805106354633436,0.805106354633436,0.555215978653073,0.555215978653073,0.689618179583072,0.689618179583072,1,1,"Heterogenous",0.249890375980363,"Periphyton"
"96","Iteration_10","Glacier-fed_Snow-fed_Snow-fed",0.680501027261366,0.680501027261366,0.443006033410372,0.443006033410372,0.650999801121862,0.650999801121862,1,1,"2:1",0.237494993850994,"Periphyton"
"97","Iteration_10","Rain-fed_Rain-fed_Rain-fed",0.833636846550885,0.833636846550885,0.825313092071123,0.825313092071123,0.990015131271846,0.990015131271846,1,1,"Homogenous",0.00832375447976252,"Periphyton"
"98","Iteration_10","Rain-fed_Rain-fed_Snow-fed",0.7908559422511,0.7908559422511,0.70330380264706,0.70330380264706,0.889294453102506,0.889294453102506,1,1,"2:1",0.0875521396040406,"Periphyton"
"99","Iteration_10","Rain-fed_Snow-fed_Snow-fed",0.744642211721999,0.744642211721999,0.527362487749952,0.527362487749952,0.708209230484552,0.708209230484552,1,1,"2:1",0.217279723972047,"Periphyton"
"100","Iteration_10","Snow-fed_Snow-fed_Snow-fed",0.653398874775789,0.653398874775789,0.640465832108223,0.640465832108223,0.980206512182923,0.980206512182923,1,1,"Homogenous",0.0129330426675662,"Periphyton"
"101","Iteration_11","Glacier-fed_Glacier-fed_Glacier-fed",1.24795305735003,1.24795305735003,1.24556634119935,1.24556634119935,0.998087495249419,0.998087495249419,1,1,"Homogenous",0.00238671615068364,"Periphyton"
"102","Iteration_11","Glacier-fed_Glacier-fed_Rain-fed",0.917584488822129,0.917584488822129,0.556124987930144,0.556124987930144,0.606074966070997,0.606074966070997,1,1,"2:1",0.361459500891984,"Periphyton"
"103","Iteration_11","Glacier-fed_Glacier-fed_Snow-fed",0.930976031586816,0.930976031586816,0.627039544978464,0.627039544978464,0.673529203442217,0.673529203442217,1,1,"2:1",0.303936486608352,"Periphyton"
"104","Iteration_11","Glacier-fed_Rain-fed_Rain-fed",0.916847249565152,0.916847249565152,0.704028604453808,0.704028604453808,0.76787993287619,0.76787993287619,1,1,"2:1",0.212818645111344,"Periphyton"
"105","Iteration_11","Glacier-fed_Rain-fed_Snow-fed",0.8232432087141,0.8232432087141,0.559573465318329,0.559573465318329,0.67971828907326,0.67971828907326,1,1,"Heterogenous",0.263669743395771,"Periphyton"
"106","Iteration_11","Glacier-fed_Snow-fed_Snow-fed",0.742900679576432,0.742900679576432,0.528110637868336,0.528110637868336,0.710876503935143,0.710876503935143,1,1,"2:1",0.214790041708096,"Periphyton"
"107","Iteration_11","Rain-fed_Rain-fed_Rain-fed",0.879459856687234,0.879459856687234,0.87357061029081,0.87357061029081,0.993303564282503,0.993303564282503,1,1,"Homogenous",0.00588924639642485,"Periphyton"
"108","Iteration_11","Rain-fed_Rain-fed_Snow-fed",0.72633692753042,0.72633692753042,0.55624712187046,0.55624712187046,0.765825198729364,0.765825198729364,1,1,"2:1",0.17008980565996,"Periphyton"
"109","Iteration_11","Rain-fed_Snow-fed_Snow-fed",0.711240773091961,0.711240773091961,0.577208000374534,0.577208000374534,0.811550774662778,0.811550774662778,1,1,"2:1",0.134032772717427,"Periphyton"
"110","Iteration_11","Snow-fed_Snow-fed_Snow-fed",0.76067887255594,0.76067887255594,0.736913749997634,0.736913749997634,0.968758008910576,0.968758008910576,1,1,"Homogenous",0.0237651225583057,"Periphyton"
"111","Iteration_12","Glacier-fed_Glacier-fed_Glacier-fed",1.13063474148604,1.13063474148604,1.12856113440361,1.12856113440361,0.998165979687032,0.998165979687032,1,1,"Homogenous",0.00207360708243254,"Periphyton"
"112","Iteration_12","Glacier-fed_Glacier-fed_Rain-fed",0.95030045669598,0.95030045669598,0.593870984564821,0.593870984564821,0.624929705526609,0.624929705526609,1,1,"2:1",0.356429472131159,"Periphyton"
"113","Iteration_12","Glacier-fed_Glacier-fed_Snow-fed",0.910365778602315,0.910365778602315,0.652233678507233,0.652233678507233,0.716452324810152,0.716452324810152,1,1,"2:1",0.258132100095082,"Periphyton"
"114","Iteration_12","Glacier-fed_Rain-fed_Rain-fed",0.932321148602167,0.932321148602167,0.735593037634402,0.735593037634402,0.788991045346638,0.788991045346638,1,1,"2:1",0.196728110967765,"Periphyton"
"115","Iteration_12","Glacier-fed_Rain-fed_Snow-fed",0.723671595147499,0.723671595147499,0.357462492379903,0.357462492379903,0.493956782022162,0.493956782022162,1,1,"Heterogenous",0.366209102767595,"Periphyton"
"116","Iteration_12","Glacier-fed_Snow-fed_Snow-fed",0.759317940129657,0.759317940129657,0.543668618682163,0.543668618682163,0.715996014251065,0.715996014251065,1,1,"2:1",0.215649321447494,"Periphyton"
"117","Iteration_12","Rain-fed_Rain-fed_Rain-fed",0.878000286440561,0.878000286440561,0.868452644383711,0.868452644383711,0.989125695965822,0.989125695965822,1,1,"Homogenous",0.0095476420568501,"Periphyton"
"118","Iteration_12","Rain-fed_Rain-fed_Snow-fed",0.839734242648488,0.839734242648488,0.710771104083337,0.710771104083337,0.84642386600979,0.84642386600979,1,1,"2:1",0.128963138565151,"Periphyton"
"119","Iteration_12","Rain-fed_Snow-fed_Snow-fed",0.731687264766279,0.731687264766279,0.572783966983428,0.572783966983428,0.782826208088221,0.782826208088221,1,1,"2:1",0.158903297782851,"Periphyton"
"120","Iteration_12","Snow-fed_Snow-fed_Snow-fed",0.684309543514385,0.684309543514385,0.652895080257518,0.652895080257518,0.954093197216669,0.954093197216669,1,1,"Homogenous",0.0314144632568665,"Periphyton"
"121","Iteration_13","Glacier-fed_Glacier-fed_Glacier-fed",1.0557810831044,1.0557810831044,1.05110187614332,1.05110187614332,0.995568014017333,0.995568014017333,1,1,"Homogenous",0.00467920696108326,"Periphyton"
"122","Iteration_13","Glacier-fed_Glacier-fed_Rain-fed",0.905621829021429,0.905621829021429,0.547252108755069,0.547252108755069,0.604283257335352,0.604283257335352,1,1,"2:1",0.35836972026636,"Periphyton"
"123","Iteration_13","Glacier-fed_Glacier-fed_Snow-fed",0.906016999835492,0.906016999835492,0.564525526995886,0.564525526995886,0.62308491683753,0.62308491683753,1,1,"2:1",0.341491472839607,"Periphyton"
"124","Iteration_13","Glacier-fed_Rain-fed_Rain-fed",0.809337481879313,0.809337481879313,0.598166588602369,0.598166588602369,0.739081782315831,0.739081782315831,1,1,"2:1",0.211170893276944,"Periphyton"
"125","Iteration_13","Glacier-fed_Rain-fed_Snow-fed",0.859701601390913,0.859701601390913,0.550364505191543,0.550364505191543,0.640180853799862,0.640180853799862,1,1,"Heterogenous",0.309337096199369,"Periphyton"
"126","Iteration_13","Glacier-fed_Snow-fed_Snow-fed",0.756499287320199,0.756499287320199,0.54005691772845,0.54005691772845,0.713889526111163,0.713889526111163,1,1,"2:1",0.216442369591749,"Periphyton"
"127","Iteration_13","Rain-fed_Rain-fed_Rain-fed",0.895590761546689,0.895590761546689,0.886275283323685,0.886275283323685,0.989598510142159,0.989598510142159,1,1,"Homogenous",0.00931547822300427,"Periphyton"
"128","Iteration_13","Rain-fed_Rain-fed_Snow-fed",0.923767976808143,0.923767976808143,0.763839506725123,0.763839506725123,0.826873766900197,0.826873766900197,1,1,"2:1",0.15992847008302,"Periphyton"
"129","Iteration_13","Rain-fed_Snow-fed_Snow-fed",0.70366379122884,0.70366379122884,0.541740998746761,0.541740998746761,0.769886138095431,0.769886138095431,1,1,"2:1",0.161922792482079,"Periphyton"
"130","Iteration_13","Snow-fed_Snow-fed_Snow-fed",0.702778671615662,0.702778671615662,0.669184363998071,0.669184363998071,0.952197883950634,0.952197883950634,1,1,"Homogenous",0.0335943076175909,"Periphyton"
